item_id,similar_items,similar_scores
11987,4142 9663 12256 12257 7081 3001 1773 6735 14218 14759,0.489444 0.443678 0.405008 0.383107 0.338578 0.337894 0.329354 0.305075 0.295486 0.291729
11988,9828 2966 2967 14594 5352 7770 15262 3425 13404 2845,0.635269 0.384774 0.361706 0.332763 0.320934 0.280472 0.272080 0.271932 0.263444 0.259345
11989,9852 3271 12475 15092 6526 10792 4133 3392 13723 1854,0.399398 0.326479 0.326266 0.312695 0.297437 0.297390 0.284668 0.270212 0.266017 0.262180
11990,11992 107 7008 8965 9459 7876 6161 9605 1853 14495,0.617877 0.300586 0.296948 0.294743 0.272252 0.268228 0.259414 0.237673 0.237594 0.223207
11991,7876 8224 11992 4054 9303 14665 13560 10489 11990 2183,0.314422 0.261613 0.253597 0.252565 0.248458 0.231586 0.230167 0.225673 0.223006 0.222535
11992,11990 8634 11991 7876 9459 4643 4644 4642 5565 9605,0.617877 0.279364 0.253597 0.251582 0.245192 0.233339 0.233339 0.233339 0.233339 0.222923
11993,2776 6592 2768 9048 6595 12371 9587 4394 6951 11709,0.512961 0.501613 0.484767 0.442181 0.404108 0.343127 0.305892 0.296569 0.292938 0.261870
11994,13906 8337 3670 6049 3776 1755 3762 11731 7183 6781,0.384229 0.342724 0.303859 0.299926 0.289343 0.285741 0.278821 0.268410 0.267501 0.265617
11995,5978 5522 4559 11356 3776 5949 239 11469 12105 2060,0.474282 0.448939 0.407756 0.361088 0.358524 0.338368 0.335922 0.332467 0.323894 0.296423
11996,10310 13149 3153 1306 3652 3799 15164 5310 1511 10044,0.521106 0.470159 0.464239 0.457974 0.350339 0.331800 0.323006 0.283939 0.282191 0.261676
11997,5685 10180 12325 14965 10729 9502 8691 704 12792 204,0.577382 0.570519 0.423783 0.407666 0.404151 0.401262 0.400411 0.390244 0.387737 0.385183
11998,12488 6070 2908 1873 15148 8567 14492 8783 10337 14274,0.726636 0.336610 0.313398 0.284906 0.256891 0.240506 0.235264 0.222471 0.220744 0.199579
11999,14874 9833 14432 9550 8437 3757 6713 239 10889 7027,0.318824 0.267232 0.243268 0.241145 0.239751 0.229785 0.223297 0.216045 0.213258 0.207556
12000,4924 4184 3066 3706 7287 5548 3759 11431 9320 8440,0.349347 0.332701 0.332701 0.298391 0.280760 0.269630 0.239558 0.230073 0.223133 0.221218
12001,792 3763 9898 3670 13091 5480 4517 4723 13088 8968,0.383676 0.379481 0.332048 0.290013 0.278591 0.267559 0.249130 0.247073 0.244207 0.242884
12002,3354 3355 6865 3344 10234 8995 7198 3382 12102 3192,0.562310 0.479132 0.451433 0.450611 0.439276 0.414303 0.404201 0.393291 0.377083 0.374610
12003,2668 2797 10900 9813 13721 13528 8215 13802 11164 11165,0.512841 0.484221 0.454192 0.418443 0.407829 0.402745 0.382100 0.343929 0.329960 0.329379
12004,5187 12203 2094 4918 5220 9992 169 2943 3588 14941,0.639814 0.530846 0.492779 0.421776 0.408089 0.396885 0.376173 0.375693 0.361107 0.355299
12005,5786 7000 5787 3456 10017 3408 5141 14904 11376 1350,0.860424 0.668587 0.583292 0.539982 0.539982 0.539982 0.539982 0.537808 0.488055 0.488055
12006,13200 13539 12007 13346 13234 8668 1168 12744 1167 13347,0.693868 0.676820 0.634418 0.555824 0.496401 0.480048 0.469083 0.456852 0.453316 0.447638
12007,12006 12744 13200 1168 13234 8668 1167 12008 4107 12426,0.634418 0.558007 0.525218 0.520873 0.519491 0.502377 0.498547 0.481649 0.441332 0.422982
12008,13188 13344 13345 13624 8830 13332 13189 12426 12744 12007,0.648957 0.603273 0.538727 0.526165 0.522775 0.506308 0.502971 0.500258 0.494568 0.481649
12009,8423 12010 14202 14069 12048 6854 8116 4968 14425 268,0.636075 0.620826 0.533190 0.502427 0.456424 0.441443 0.377942 0.344701 0.344701 0.318941
12010,8423 12048 12009 14202 14069 8116 6854 14425 4968 12567,0.671743 0.630545 0.620826 0.571067 0.529113 0.424882 0.423296 0.336081 0.336081 0.322433
12011,6764 9147 8240 8988 3589 9362 7244 8397 7544 3004,0.633918 0.418740 0.408693 0.338835 0.334203 0.325776 0.323498 0.319891 0.305211 0.299832
12012,6008 4702 9293 11291 13994 8015 13051 12412 13667 13118,0.286732 0.258140 0.234820 0.234018 0.233757 0.229709 0.210834 0.207767 0.204101 0.203690
12013,5965 12966 8190 9163 12160 3030 12246 9162 9711 214,0.920846 0.633401 0.419381 0.389927 0.389927 0.389927 0.389927 0.389927 0.389927 0.389927
12014,14553 8872 13042 2520 8776 2536 2503 3742 2554 6892,0.599878 0.552908 0.552908 0.552908 0.552908 0.552908 0.552908 0.552908 0.552908 0.552908
12015,10708 2133 14081 2918 10048 10601 12016 11664 14984 11663,0.772293 0.694163 0.548983 0.544258 0.533921 0.527311 0.525092 0.511119 0.504644 0.465152
12016,10708 14081 2133 12015 10712 2918 10048 3149 10888 10601,0.617979 0.590805 0.555460 0.525092 0.486126 0.435508 0.427237 0.426470 0.423412 0.421947
12017,630 14585 6877 6258 12056 13884 2762 9227 11460 9215,0.482839 0.424482 0.418368 0.410765 0.374685 0.371007 0.359711 0.331998 0.318174 0.312561
12018,10385 11931 1066 330 3187 3730 3140 3606 2004 13158,0.683108 0.681656 0.644890 0.567016 0.555201 0.546659 0.537467 0.536583 0.501921 0.489162
12019,6439 3440 1768 2125 9239 12907 5140 4474 11023 2155,0.749979 0.546613 0.452594 0.431731 0.408905 0.408636 0.355371 0.355030 0.303612 0.280468
12020,2678 14955 14393 924 10677 15099 14300 3245 3895 5947,0.545252 0.516196 0.513507 0.504870 0.498044 0.473602 0.468011 0.424525 0.401985 0.388768
12021,8704 3258 3712 2761 4235 5541 13626 9309 47 9390,0.751328 0.675594 0.675594 0.565235 0.553243 0.503157 0.451360 0.449584 0.449145 0.449145
12022,9070 5027 8653 4238 3207 11914 6043 811 4219 6956,0.582293 0.577114 0.563071 0.563071 0.533505 0.523025 0.513494 0.505899 0.480858 0.464601
12023,8450 2159 10602 3821 4932 5068 15040 8433 7428 4204,0.552610 0.424390 0.408644 0.340289 0.247523 0.247523 0.247523 0.247523 0.247523 0.242013
12024,6982 6923 5946 13764 1748 7867 3225 8613 12830 7997,0.459474 0.453887 0.426871 0.422130 0.359527 0.355679 0.343129 0.302814 0.294396 0.289077
12025,8298 2046 2439 6484 905 904 1655 11656 11127 7574,0.456247 0.439888 0.397048 0.382725 0.356614 0.356413 0.354614 0.347399 0.347102 0.330906
12026,12281 13267 14235 4631 13029 13265 6589 5620 8978 3777,0.668746 0.432506 0.409132 0.396498 0.386770 0.357990 0.357983 0.345007 0.335607 0.323617
12027,12313 7393 6824 12181 6282 1743 13740 9001 5254 14125,0.561432 0.453742 0.419226 0.407150 0.387722 0.380747 0.336385 0.331396 0.307594 0.277131
12028,7180 14820 13820 14561 7738 6309 1133 11635 9288 12467,0.446634 0.444254 0.411721 0.395021 0.386310 0.382362 0.373090 0.368163 0.347837 0.346327
12029,7806 1172 4697 8321 2403 14149 4340 5485 2447 7916,0.597142 0.444180 0.378999 0.359173 0.310149 0.300961 0.299566 0.297984 0.287713 0.283000
12030,4384 5263 11178 13447 8234 6685 4795 12234 6222 12052,0.846719 0.725811 0.613755 0.587754 0.475952 0.466421 0.441085 0.231806 0.226865 0.195386
12031,7829 11271 7631 10909 714 6908 13913 172 832 15249,0.963060 0.663101 0.645309 0.612690 0.596904 0.472732 0.472569 0.471538 0.415515 0.408026
12032,8603 9201 14615 2314 13455 14517 12483 2637 2508 3801,0.321270 0.276555 0.273738 0.271634 0.268696 0.251762 0.250330 0.246737 0.216628 0.210307
12033,5203 5196 11769 9945 9123 12471 11728 9423 6713 3336,0.343630 0.244698 0.233917 0.230586 0.218030 0.202202 0.188721 0.186786 0.175546 0.173816
12034,9414 8044 2680 6066 10134 4571 13317 7022 12399 12531,0.599462 0.504620 0.502688 0.467720 0.465472 0.457619 0.445287 0.424039 0.404332 0.403188
12035,14364 13856 10849 13293 13299 7857 10059 8190 11620 13291,0.396826 0.306537 0.288575 0.284293 0.266365 0.257685 0.257507 0.255988 0.253317 0.244627
12036,1366 10312 15267 12861 9434 11728 11769 5115 7086 1114,0.400174 0.337986 0.332112 0.306681 0.304827 0.298296 0.289060 0.267048 0.267028 0.255742
12037,8125 11457 14637 6778 10032 5602 3277 3651 8143 2778,0.465821 0.342050 0.316031 0.302144 0.283334 0.262768 0.250002 0.248582 0.248000 0.244284
12038,12597 1897 12088 13742 13117 3591 13610 13777 425 12408,0.440532 0.366002 0.353943 0.311701 0.310693 0.295389 0.277635 0.273089 0.264640 0.253751
12039,7489 6486 14444 5788 8356 11575 12474 1127 6507 7649,0.470541 0.443591 0.369029 0.359613 0.358647 0.351090 0.350498 0.349786 0.346370 0.343023
12040,13017 13705 5594 8331 9187 282 6784 15196 15065 13213,0.328919 0.238819 0.233210 0.232538 0.222482 0.212826 0.212134 0.208795 0.208795 0.206459
12041,5939 1749 7773 6630 4044 3777 5180 911 12250 13267,1.000000 0.560733 0.320419 0.297939 0.286670 0.276926 0.276890 0.270715 0.263032 0.249881
12042,9318 6634 11070 10301 4213 11803 10298 5014 6022 6920,0.488356 0.484028 0.477350 0.476453 0.467315 0.464799 0.460593 0.446390 0.439896 0.426354
12043,10374 2759 1566 4239 10483 7510 15270 9090 4204 3915,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.778185 0.671812 0.634506
12044,6475 3826 13314 7790 1215 5131 13358 3103 10333 13822,0.397835 0.347600 0.308099 0.282270 0.270988 0.249467 0.248901 0.245673 0.245027 0.227236
12045,6560 8063 2337 7388 11067 11914 9614 3375 9442 3718,0.521605 0.437799 0.423945 0.406560 0.381006 0.358126 0.328119 0.297638 0.282439 0.271327
12046,8044 2680 6066 4571 5817 13317 9414 12034 7022 12531,0.484558 0.482704 0.449125 0.439426 0.436042 0.427584 0.402046 0.400765 0.396667 0.387159
12047,11700 12578 1713 2391 8145 4125 1728 7379 5902 15148,0.526994 0.526994 0.511036 0.507633 0.475800 0.419837 0.372401 0.365182 0.316169 0.303488
12048,12010 14202 14069 8423 12009 5442 8116 6854 62 5976,0.630545 0.597332 0.565068 0.493858 0.456424 0.403733 0.312368 0.311202 0.288281 0.286473
12049,936 5625 554 5624 381 12221 13310 12797 6414 11573,0.327641 0.302482 0.296992 0.282783 0.281566 0.273915 0.271136 0.255877 0.254421 0.254143
12050,1334 2323 1161 3229 12795 12862 215 790 5140 6988,0.353121 0.346631 0.346237 0.336509 0.299719 0.290955 0.290311 0.289478 0.289431 0.285255
12051,1701 11241 9182 9916 64 3505 8602 8274 14377 2509,0.558657 0.436929 0.423247 0.396173 0.357202 0.303876 0.281436 0.270582 0.270582 0.267550
12052,5236 9928 10479 7734 2124 8602 11379 13042 1350 5233,0.537880 0.524398 0.524398 0.524398 0.524398 0.520642 0.491872 0.491872 0.491872 0.491872
12053,11204 6048 5507 13618 7375 1545 13517 4943 11089 115,0.781542 0.761068 0.706239 0.630830 0.593832 0.590977 0.587501 0.587368 0.506981 0.464751
12054,787 97 9873 12094 10102 514 2514 9326 2028 2000,0.696544 0.498102 0.459894 0.413077 0.398550 0.377867 0.375919 0.367020 0.360437 0.352498
12055,12886 1288 12206 713 14827 14526 9222 14263 12428 7904,0.458809 0.458809 0.458809 0.433083 0.430290 0.397396 0.388872 0.385343 0.378470 0.368772
12056,14577 1500 12689 1288 12886 12206 14827 630 9300 14263,0.688881 0.655209 0.549898 0.549601 0.549601 0.549601 0.515438 0.493776 0.482121 0.461597
12057,10639 4571 13317 15158 9308 12631 9417 7022 4234 12531,0.463871 0.416027 0.404816 0.398503 0.396395 0.396395 0.387902 0.385499 0.369596 0.366543
12058,5012 8780 4890 12061 12295 10933 12610 15277 1770 12726,0.477758 0.461286 0.406716 0.390987 0.366066 0.366066 0.304537 0.252744 0.224894 0.220079
12059,12205 3369 9113 11837 1600 5420 1573 7457 3835 9326,0.517618 0.418205 0.386588 0.353141 0.300863 0.269300 0.260352 0.257991 0.252334 0.250771
12060,8734 14986 1532 13038 1531 5408 1325 15093 14339 12627,0.635539 0.516949 0.507235 0.496423 0.489437 0.469143 0.459000 0.432412 0.421047 0.418355
12061,8780 10933 12295 15277 4890 11658 5012 12058 4454 6971,0.847601 0.672636 0.672636 0.646427 0.573927 0.530392 0.437112 0.390987 0.258630 0.242560
12062,14406 7118 8587 15211 7159 8050 11313 15112 7114 14875,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
12063,11392 4888 10905 9689 2402 8069 2077 11393 5446 12880,0.353674 0.342839 0.266475 0.264575 0.245745 0.236576 0.221876 0.221433 0.211942 0.206842
12064,9784 14755 14985 7604 360 10497 14207 5935 15223 15030,0.387150 0.375345 0.355345 0.347611 0.324253 0.323561 0.322316 0.317144 0.301415 0.300280
12065,8272 12610 8974 760 504 9010 7696 11678 1567 6017,0.741839 0.548370 0.478828 0.462068 0.419880 0.361145 0.351533 0.326573 0.325787 0.323841
12066,13515 3301 13512 3274 9353 8417 641 4640 8523 2485,0.485681 0.438323 0.426138 0.356671 0.336890 0.324626 0.311492 0.306583 0.304978 0.304978
12067,8389 7750 12857 13301 12366 11968 7237 12227 6824 6283,1.000000 0.476282 0.462008 0.375240 0.359302 0.331742 0.325201 0.302839 0.296119 0.293147
12068,13850 11207 11715 9936 10083 6281 125 11714 8628 8629,0.421932 0.406241 0.367308 0.345924 0.342110 0.330639 0.321924 0.316080 0.308819 0.308819
12069,5835 11970 5826 7185 7570 2485 8523 3339 9567 3329,0.586735 0.428731 0.383199 0.382250 0.367480 0.365198 0.365198 0.342986 0.341929 0.320013
12070,12534 6570 12501 13348 5193 13329 13441 8904 1323 14324,0.657321 0.642498 0.617502 0.547366 0.512199 0.488505 0.450300 0.441689 0.351746 0.339409
12071,12655 10749 11800 12658 8163 7091 12072 14156 11797 1770,0.385322 0.298546 0.291633 0.282314 0.271520 0.254217 0.250596 0.240703 0.232004 0.231384
12072,7074 7167 9624 10814 10087 1010 4131 7579 2089 4682,0.404532 0.395857 0.370542 0.307693 0.303893 0.301645 0.297632 0.297632 0.297632 0.281193
12073,12076 12075 7554 4599 9628 9645 2874 9644 2871 12078,0.558273 0.491745 0.482444 0.465638 0.465350 0.444145 0.442472 0.440475 0.432596 0.422626
12074,13911 13442 3080 4677 3085 13185 1822 3081 12370 5843,0.457045 0.322308 0.297813 0.275888 0.264469 0.252231 0.249131 0.240262 0.230529 0.184670
12075,14751 4626 12073 9627 395 5847 7784 12076 7554 3674,0.546233 0.521524 0.491745 0.414111 0.381857 0.357932 0.340625 0.338337 0.308765 0.297781
12076,12073 9628 9644 2871 9645 4599 402 7554 4626 2874,0.558273 0.489020 0.486023 0.477329 0.466738 0.451735 0.449794 0.438892 0.424632 0.399112
12077,4132 8983 7091 4613 393 5673 14459 12629 1860 4688,0.457935 0.440065 0.416052 0.341064 0.337003 0.315848 0.315595 0.315335 0.315298 0.299146
12078,12079 402 9644 2871 12073 9628 9645 2875 12076 398,1.000000 0.689862 0.477445 0.447475 0.422626 0.409975 0.391294 0.328805 0.318455 0.316417
12079,12078 402 9644 2871 12073 9628 9645 2875 12076 398,1.000000 0.689862 0.477445 0.447475 0.422626 0.409975 0.391294 0.328805 0.318455 0.316417
12080,9634 7091 10996 6067 10748 5529 11107 12609 9627 6110,0.335323 0.322751 0.286008 0.278982 0.274215 0.259886 0.257675 0.255606 0.251084 0.248833
12081,11395 4171 3999 1892 606 11649 7779 7662 11842 7572,0.334272 0.296653 0.291816 0.282096 0.281401 0.264935 0.253659 0.253659 0.250744 0.219695
12082,5445 11435 8691 7032 9180 13165 5685 10180 7108 11997,0.529522 0.512555 0.453519 0.447562 0.418947 0.337022 0.327843 0.323947 0.321632 0.313621
12083,3661 14613 7769 13695 9267 7002 7658 14667 14277 891,0.314302 0.300603 0.294493 0.280241 0.278254 0.272870 0.272818 0.260836 0.251878 0.250902
12084,8403 879 1047 868 871 867 4271 866 869 1901,0.845925 0.839479 0.837506 0.761824 0.691947 0.665708 0.659543 0.621292 0.600667 0.563171
12085,11855 63 6186 14780 11481 11876 6896 6892 8872 13042,0.906399 0.663534 0.333551 0.278155 0.267118 0.267118 0.267118 0.267118 0.267118 0.267118
12086,14431 15285 7925 14520 8497 14147 7214 11673 6998 3816,1.000000 1.000000 1.000000 0.641055 0.378187 0.378187 0.367001 0.313835 0.292022 0.252158
12087,11481 4866 2503 8872 2513 2520 6896 8722 61 2536,0.610433 0.610433 0.610433 0.610433 0.610433 0.610433 0.610433 0.610433 0.610433 0.610433
12088,13403 12597 6843 3591 13777 13117 12038 2050 13610 13846,0.561023 0.466264 0.421139 0.388837 0.382663 0.370598 0.353943 0.345316 0.331166 0.323841
12089,6491 11707 6492 2220 15226 10711 13143 12809 2128 13017,0.299112 0.269158 0.233223 0.225963 0.209256 0.195445 0.195445 0.195445 0.195445 0.185793
12090,253 4164 2128 10711 13143 12809 6291 13101 1230 4227,0.373897 0.278947 0.233564 0.233564 0.233564 0.233564 0.221313 0.211571 0.206384 0.196902
12091,14077 10794 9026 14801 1934 9025 8363 3780 13900 9015,0.482116 0.447724 0.442617 0.403672 0.377511 0.372857 0.354918 0.345008 0.344169 0.337890
12092,6269 13463 14769 15167 8089 14770 15166 7756 3011 9109,0.369125 0.352726 0.339701 0.330591 0.313387 0.306498 0.274939 0.242330 0.232653 0.225841
12093,2660 9430 9026 9025 14077 3780 2593 8363 13900 12091,0.498107 0.404013 0.361176 0.358298 0.323583 0.306363 0.282169 0.279057 0.278766 0.277358
12094,97 514 4814 787 9282 12054 3279 14430 14924 9873,0.705733 0.535017 0.470486 0.442027 0.428789 0.413077 0.409202 0.401797 0.374716 0.355314
12095,6575 2589 12533 8252 9331 14695 6579 1648 3201 3586,0.689853 0.378174 0.346634 0.333751 0.286386 0.285360 0.281077 0.277886 0.267402 0.259022
12096,12982 9057 1849 14642 4999 6009 13735 9241 14361 13773,0.410403 0.372470 0.327520 0.322995 0.299825 0.283282 0.280104 0.272179 0.257717 0.250219
12097,3879 2111 23 1752 22 3589 10618 7267 2841 1473,0.534337 0.488332 0.458541 0.400636 0.354984 0.333524 0.327030 0.308753 0.283821 0.266551
12098,361 362 15258 15259 15094 359 5558 8954 14284 12976,0.709190 0.686988 0.619954 0.610999 0.606818 0.484780 0.481889 0.386806 0.308508 0.238257
12099,1421 5726 5922 11048 912 9161 4200 8065 12029 12202,0.695240 0.517151 0.503623 0.461748 0.432563 0.274859 0.263291 0.233699 0.224244 0.223650
12100,5933 11323 258 1736 7747 11534 1627 3065 6460 14714,0.560698 0.503781 0.424059 0.407358 0.406334 0.379249 0.353565 0.352865 0.344973 0.324782
12101,8669 5494 8140 2686 1547 2708 5472 203 8196 9516,0.547202 0.519149 0.444722 0.404388 0.327591 0.305836 0.292628 0.282854 0.276713 0.259039
12102,3354 7198 3355 2345 9580 1906 10234 6882 12002 3192,0.665500 0.523666 0.475946 0.408929 0.395538 0.394003 0.390959 0.384178 0.377083 0.372119
12103,6197 14240 11125 14733 5759 11124 14361 3469 4437 2156,0.648172 0.622275 0.620482 0.614670 0.580394 0.565759 0.520326 0.514523 0.471675 0.453882
12104,12315 12265 13400 10456 14 13399 13432 6818 1884 14025,1.000000 0.825705 0.540426 0.487129 0.441235 0.432559 0.403643 0.398885 0.366404 0.334617
12105,6130 377 11969 11628 11277 340 11995 3461 11705 14675,0.373508 0.373364 0.355083 0.353554 0.335495 0.334966 0.323894 0.321046 0.317784 0.314862
12106,10292 8890 9911 1806 9903 9899 8811 8354 2027 6897,0.405656 0.402144 0.397680 0.396888 0.396121 0.393258 0.377338 0.363706 0.352635 0.336567
12107,10167 10545 10047 5555 8373 1589 11447 9154 8209 12133,0.319418 0.314313 0.286212 0.285827 0.284582 0.264149 0.251370 0.245966 0.241336 0.238579
12108,4348 8098 13923 7442 8302 5044 8312 3552 13484 15207,0.739466 0.711903 0.661052 0.630661 0.542990 0.517619 0.344266 0.336714 0.318496 0.250178
12109,4853 2551 2520 6892 8872 5233 2554 3742 2536 2513,0.851026 0.652082 0.652082 0.652082 0.652082 0.652082 0.652082 0.652082 0.652082 0.652082
12110,5952 2513 61 11876 3818 6896 140 8722 6892 12222,0.678420 0.597124 0.597124 0.597124 0.597124 0.597124 0.597124 0.597124 0.597124 0.597124
12111,6291 13113 10949 5115 6853 12112 13745 12825 2813 10049,0.460103 0.456722 0.439854 0.425526 0.410952 0.351345 0.332699 0.317297 0.296610 0.292125
12112,6291 12118 5115 6853 13745 2813 10049 7398 6746 12111,0.504946 0.479935 0.466999 0.451096 0.425645 0.379474 0.373736 0.369378 0.369378 0.351345
12113,6754 7224 4836 10731 9221 7986 12114 4048 32 8709,0.500680 0.473758 0.440988 0.427463 0.423544 0.414762 0.400413 0.383931 0.361174 0.349792
12114,2614 7224 8709 8631 6754 12113 13319 9221 4836 10731,0.604765 0.587311 0.507103 0.453171 0.443806 0.400413 0.387383 0.351884 0.345824 0.335217
12115,12182 8757 12274 9073 5841 10721 14883 7350 10610 8384,0.358081 0.354522 0.345065 0.195723 0.193461 0.185955 0.177622 0.168046 0.166872 0.166867
12116,12122 10312 12861 6746 7398 12985 14188 6745 14292 12491,0.465672 0.450516 0.421796 0.374455 0.374455 0.340257 0.327983 0.327569 0.327569 0.327569
12117,12121 15268 11272 3981 3781 13390 15208 4856 9533 12794,0.353301 0.336598 0.296038 0.290222 0.280116 0.268751 0.257656 0.245028 0.231941 0.227239
12118,12112 6853 3568 12797 3587 3481 13001 6291 14810 12120,0.479935 0.369685 0.362898 0.350495 0.332090 0.325147 0.305366 0.303785 0.299084 0.297881
12119,7702 13337 9740 12754 558 10312 12861 9434 15267 8623,0.395066 0.372548 0.362228 0.353419 0.338922 0.326308 0.296085 0.294295 0.291426 0.283554
12120,1992 3481 12118 12654 8094 492 12778 13001 3772 5332,0.299383 0.297964 0.297881 0.293275 0.285419 0.262676 0.259750 0.258821 0.256278 0.245783
