i,Title,Author,description,api_title,api_authors,api_source,api_query
14418,Le storie della Paranza /,"Saviano, Roberto","Le storie della Paranza / is a book by Saviano, Roberto. It is associated with the following themes: Bandes dessinées, Mafia--Naples (Italie), Criminels mineurs. The book is published by Giangiacomo Feltrinelli Editore.",,,Local metadata fallback,
14419,Astérix chez les Pictes /,"Ferri, Jean-Yves","Astérix chez les Pictes / is a book by Ferri, Jean-Yves. It is associated with the following themes: Astérix, Pictes, Bandes dessinées. The book is published by Les Editions Albert René.",,,Local metadata fallback,
14420,Catalogues of the Paris Salon : 1673 to 1881 : 60 volumes /,,Catalogues of the Paris Salon : 1673 to 1881 : 60 volumes / is a book from the catalog. It is associated with the following themes: Salon de l'Académie des beaux-arts--(Paris)--[catalogue d'exposition]. The book is published by Garland.,,,Local metadata fallback,
14421,Correspondance /,Le Corbusier,"Correspondance / is a book by Le Corbusier. It is associated with the following themes: Le Corbusier--1900 / 1925--[correspondance], Le Corbusier, 1900-1965, [Correspondance]. The book is published by Infolio.",,,Local metadata fallback,
14422,Histoire de la RDA /,"Lorrain, Sophie","Histoire de la RDA / is a book by Lorrain, Sophie. It is associated with the following themes: zone d'occupation soviétique--Allemagne--1945 / 1949, Allemagne démocratique--1949 / 1990. The book is published by Presses universitaires de France.",,,Local metadata fallback,
14423,Das Leben der anderen : Filmbuch /,"Henckel von Donnersmarck, Florian, 1973- author, interviewer.","Das Leben der anderen : Filmbuch / is a book by Henckel von Donnersmarck, Florian, 1973- author, interviewer.. It is associated with the following themes: Leben der Anderen (Motion picture), Motion picture plays. The book is published by Suhrkamp.",,,Local metadata fallback,
14424,"Dom Juan, ou, Le festin de Pierre /","Molière, 1622-1673","Cette pièce décrit un personnage infidèle, séducteur, libertin et blasphémateur. Dom Juan, jeune noble vivant en Sicile, accompagné de son fidèle valet Sganarelle, accumule les conquêtes amoureuses, séduisant les jeunes filles nobles et les servantes avec le même succès. Seule la conquête l'intéresse et les jeunes femmes sont abandonnées dès qu'elles sont séduites, même après un mariage. Mais l'une d'entre elles, Done Elvire, va lui donner bien du fil à retordre avec entre autre la venue de ses deux frères en Sicile pour trouver Dom Juan et le punir de l'affront commis à leur égard : en effet, Dom Juan a enlevé Done Elvire d'un couvent afin de l'épouser, puis l'a abandonnée. Ses conquêtes lui valent certaines inimitiés et certains duels auxquels il ne se dérobe pas. Il affiche un certain cynisme dans les relations avec ses proches, notamment avec son père (Dom Louis) et remet en cause les conditions chrétiennes. Il aime les défis, jusqu'à celui de la fin : le repas avec la Statue du Commandeur, que Dom Juan avait tué auparavant, qui l'emportera dans les flammes de l'Enfer. Don Juan is essentially a casanova. He exasperates his servant Sganarelle and must constantly be extricated from sticky situations by his disapproving father. He excels at trapping countless women because he engages in secret, mock marriages that appease the girls but leave him with no strings attached when he gets tired of them. He has most recently lured the beautiful Elvire from a convent to ""marry"" him in this manner.","Dom Juan, ou, Le festin de Pierre",Molière,Open Library Search -> Work,"title=Dom Juan, ou, Le festin de Pierre; author=Molière"
14425,Indochine et Vietnam : trente-cinq années de guerre : 1940-1975 /,"Miller, Robert L.","Indochine et Vietnam : trente-cinq années de guerre : 1940-1975 / is a book by Miller, Robert L.. It is associated with the following themes: Guerre d'Indochine (1946-1954), Guerre du Vietnam (1961-1975). The book is published by Nouveau Monde Ed.",,,Local metadata fallback,
14426,Dictionnaire français-italien / italien-français = Dizionario francese-italiano / italiano-francese /,,Dictionnaire français-italien / italien-français = Dizionario francese-italiano / italiano-francese / is a book from the catalog. It is associated with the following themes: Dictionnaires italiens. The book is published by Larousse.,,,Local metadata fallback,
14427,Mob Psycho 100 /,"One, 1986-","Mob Psycho 100 / is a book by One, 1986-. It is associated with the following themes: Mangas. The book is published by Kurokawa.",,,Local metadata fallback,
14428,Traces et indices : le guide nature /,"Adriaens, Aïno","Traces et indices : le guide nature / is a book by Adriaens, Aïno. It is associated with the following themes: Arbres, Mammifères, Oiseaux, Traces animales. The book is published by La Salamandre.",,,Local metadata fallback,
14429,Chimie avancée : préparation au bac et à la maturité /,"Rebstein, Martine","Chimie avancée : préparation au bac et à la maturité / is a book by Rebstein, Martine. It is associated with the following themes: chimie--[manuel], chimie--[exercices]. The book is published by Presses polytechniques et universitaires romandes.",,,Local metadata fallback,
14430,Ces prières que je fais dans le noir /,"Gorman, Nine 1990-...","Ces prières que je fais dans le noir / is a book by Gorman, Nine 1990-.... It is associated with the following themes: Roman pour la jeunesse, Roman psychologique. The book is published by Albin Michel.",,,Local metadata fallback,
14431,Nouvelles orientales /,"Yourcenar, Marguerite","Nouvelles orientales / is a book by Yourcenar, Marguerite. The book is published by Gallimard.",,,Local metadata fallback,
14432,Le chardonneret : [roman] /,"Tartt, Donna","""The Goldfinch is a rarity that comes along perhaps half a dozen times per decade, a smartly written literary novel that connects with the heart as well as the mind....Donna Tartt has delivered an extraordinary work of fiction.""--Stephen King, The New York Times Book Review Composed with the skills of a master, The Goldfinch is a haunted odyssey through present day America and a drama of enthralling force and acuity. It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mother, he clings to one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art. As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love-and at the center of a narrowing, ever more dangerous circle. The Goldfinch is a novel of shocking narrative energy and power. It combines unforgettably vivid characters, mesmerizing language, and breathtaking suspense, while plumbing with a philosopher's calm the deepest mysteries of love, identity, and art. It is a beautiful, stay-up-all-night and tell-all-your-friends triumph, an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate.",Le chardonneret,,Open Library ISBN -> Work,9782259221863
14433,Duden Deutsches Universalwörterbuch /,,"Duden Deutsches Universalwörterbuch / is a book from the catalog. It is associated with the following themes: Allemand (langue), German language, German language--Dictionaries, Dictionnaires, Dictionaries. The book is published by Dudenverlag.",,,Local metadata fallback,
14434,"Panorama des religions : traditions, convictions et pratiques en Suisse romande /",,"Panorama des religions : traditions, convictions et pratiques en Suisse romande / is a book from the catalog. It is associated with the following themes: religion--Suisse romande--[manuel], Eglise--Suisse romande--[manuel], mouvement religieux--Suisse romande--[manuel]. The book is published by IRL; Plateforme interreligieuse; Enbiro.",,,Local metadata fallback,
14435,Histoire du football /,"Dietschy, Paul","Codifié par l'Angleterre triomphante au soir du XIXe siècle, le football est devenu le sport le plus populaire du monde. Or, son histoire reste largement méconnue. Comment sont nés clubs, fédérations et compétitions internationales? Quand et pourquoi ont été fixées les règles concernant le nombre de joueurs ou la dimention du ballon, en passant par les cartons jaunes et rouges, les corners ou le point de penalty? Quelles ont été les grandes évolutions tactiques et techniques du jeu, dribbles ou coup de tête? C'est à toutes ces questions, et à bien d'autres encore, que répond cet ouvrage sans précédent, appuyé sur une documentation inédite, provenant en particulier des archives de la FIFA. On y découvrira naturellement le roman vrai des grands clubs - Ajax, liayern, Liverpool, Saint-Etienne, Real, Barcelone -, des entraîneurs charismatiques et des joueurs d'exception tels Puskas, Di Stéfano, le roi Pelé, Cruyff, Maradona, Kopa ou Platini. Mais on y apprendra aussi beaucoup sur l'instrumentalisation du football par les totalitarismes et les liaisons dangereuses avec l'argent roi, décuplées par la télévision. A l'heure du déclin des idéologies et des liens collectifs, le football fait office de religion civile où s'exacerbe le sentiment d'appartenance. Sport de tous les excès, il conjugue les paradoxes : tentation individualiste et esprit d'équipe, fraternité sportive et déchirements nationalistes, impératifs de gestion et dérives de la spéculation, égalité théorique du jeu et inégalité réelle des équipes. En résumé, il en dit beaucoup sur notre histoire en général et sur la mondialisation en particulier.",Histoire du football,,Open Library ISBN,9782262027100
